@ATTRIBUTE 1	 REAL
0.619647,0.000000,0.000000,0.000000,0.619647,0.000000,0.000000,0.000000,0.000000,0.000000,0.636405,0.000000,0.000000,0.000000,0.636472,0.946978,1.000000,0.285714,0.500000,0.947146,0.882227,0.370327,0.818006,0.451983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.853707,0.388484,0.810139,0.450777,0.400000,0.230769,0.000000,0.097670,1.000000,0.054299,NONE	%docid = GX233-39-13875944 inc = 1 prob = 0.125579
0.304786,0.000000,0.000000,0.000000,0.304786,0.000000,0.000000,0.000000,0.000000,0.000000,0.348154,0.000000,0.000000,0.000000,0.348723,0.641179,1.000000,0.285714,0.500000,0.641468,0.742649,0.326517,0.764733,0.408667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.720514,0.346697,0.757451,0.409578,0.400000,0.230769,0.000000,0.099049,1.000000,0.058824,NONE	%docid = GX233-70-0662874 inc = 1 prob = 0.122593
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.750000,0.285714,0.500000,1.000000,0.638295,0.307714,0.697610,0.393662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.616084,0.328902,0.691714,0.395420,0.400000,0.282051,0.000000,0.045664,0.400000,0.018100,NONE	%docid = GX234-24-15968594 inc = 0.0189315837063725 prob = 0.122065
0.035264,0.333333,0.333333,0.000000,0.040302,0.000000,0.000000,0.000000,0.000000,0.000000,0.090395,0.402545,0.494037,0.000000,0.095878,0.005356,0.166667,0.200000,0.500000,0.005256,0.916131,0.841906,0.806624,0.861074,0.753467,0.088940,0.001313,0.056301,0.271727,0.000624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.885134,0.829802,0.834483,0.830088,0.400000,0.564103,0.000000,1.000000,0.600000,0.009050,LOW	%docid = GX241-69-14181383 inc = 0.0386085963468753 prob = 0.180973
0.035264,0.333333,0.333333,0.000000,0.040302,0.000000,0.000000,0.000000,0.000000,0.000000,0.090395,0.402545,0.494037,0.000000,0.095878,0.005356,0.166667,0.200000,0.500000,0.005256,0.916131,0.841906,0.806624,0.861074,0.753467,0.088940,0.001313,0.056301,0.271727,0.000624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.885134,0.829802,0.834483,0.830088,0.400000,0.641026,0.000000,0.974983,0.400000,0.009050,LOW	%docid = GX242-58-9699511 inc = 0.0386085963468753 prob = 0.180287
0.005038,0.000000,0.000000,0.000000,0.005038,0.000000,0.000000,0.000000,0.000000,0.000000,0.076572,0.000000,0.000000,0.000000,0.077520,0.000835,0.000000,0.057143,0.750000,0.000491,0.034960,0.165725,0.000000,0.245772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015803,0.111901,0.000000,0.188037,0.600000,0.769231,0.000000,0.000000,0.000000,0.004525,NONE	%docid = GX252-23-15315897 inc = 1 prob = 0.016397
0.103275,0.000000,0.000000,0.000000,0.103275,0.000000,0.000000,0.000000,0.000000,0.000000,0.091769,0.000000,0.000000,0.000000,0.092596,0.059115,0.416667,0.000000,0.875000,0.058945,0.617538,0.508407,0.836881,0.560096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593135,0.518790,0.828024,0.552599,0.600000,0.923077,0.000000,0.035808,0.400000,0.000000,NONE	%docid = GX264-42-8143924 inc = 0.0128446254657516 prob = 0.104853
0.084257,1.000000,1.000000,0.000000,0.103982,0.000000,0.000000,0.000000,0.000000,0.000000,0.040844,1.000000,1.000000,0.000000,0.049667,0.009662,0.250000,0.900000,0.071429,0.009449,0.965642,1.000000,0.792040,1.000000,1.000000,1.000000,0.943421,1.000000,0.682130,1.000000,0.945415,1.000000,0.000000,0.000000,0.000000,0.000000,0.976271,1.000000,0.831690,1.000000,0.142857,0.160494,0.000000,0.499416,1.000000,0.724138,LOW	%docid = GX005-52-6648846 inc = 0.0220630618278524 prob = 0.167352
0.064302,0.750000,0.400000,0.500000,0.077434,0.000000,0.000000,0.000000,0.000000,0.000000,0.047822,0.883212,0.609591,0.570595,0.059604,0.004959,0.187500,0.200000,0.214286,0.004524,0.893706,0.784030,0.710069,0.783910,0.991937,0.737804,1.000000,0.670018,1.000000,0.966233,1.000000,0.839669,0.645071,0.000000,0.000000,0.000000,0.902154,0.789388,0.734444,0.782243,0.428571,0.469136,0.000000,0.019088,0.256410,0.000000,NONE	%docid = GX013-84-13387064 inc = 1 prob = 0.300639
0.042129,0.000000,0.000000,0.000000,0.042035,0.000000,0.000000,0.000000,0.000000,0.000000,0.009545,0.000000,0.000000,0.000000,0.009493,0.022970,0.187500,0.900000,0.285714,0.022838,0.088193,0.003415,0.112211,0.214365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091914,0.082994,0.114486,0.239768,0.428571,0.345679,0.000000,0.003492,0.025641,0.620690,NONE	%docid = GX014-66-6213123 inc = 0.00190229200661234 prob = 0.0897151
0.558758,0.500000,0.400000,1.000000,0.570796,0.000000,0.000000,0.000000,0.000000,0.000000,0.342627,0.542000,0.609591,1.000000,0.351623,0.114704,0.125000,0.400000,0.428571,0.114480,0.958234,0.818892,1.000000,0.848195,0.906667,0.754121,0.422993,0.677816,0.753434,0.835149,0.999098,0.733116,1.000000,1.000000,1.000000,1.000000,0.960408,0.814358,1.000000,0.839079,0.428571,0.641975,0.000000,1.000000,0.051282,1.000000,NONE	%docid = GX016-40-11914556 inc = 1 prob = 0.326629
